result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
corrected_confirm3000:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_confirm3000:bridge_clip_w1_bf16_v1_ep5,bridge_clip_w1_bf16_v1_ep5,confirm_3000_qids,,confirmatory_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,,none,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,3000,3000,exact,51.333333,28.7,22.633333,,,,,,,100,0,2.245333,outputs/eval/confirm/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct_records.json,96c14e93857e9e6072d4444baefd72141836ba3467d64c9909c06f3aa2eb088c,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep4::bridge_ijepa_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep4,bridge_ijepa_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,ijepa,qformer32,42,4,bridge_ijepa_w1qf_bf16_v1_ep4,,none,bridge_ijepa_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,43.2,33.8,9.4,,,,,,,100,0,2.196,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,f0c95e84abe8b8ebc7f7b2c2dbeea2beef132f904648f0318dadfcd5d93756ef,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,tune_500_qids,,development_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,42.4,30.6,11.8,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,2a5a6683bddadfb82bffb12c6d2e067fedf83468076c069fa6d8ef45dbc2efd6,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,tune_500_qids,,development_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,42.4,30.6,11.8,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,2a5a6683bddadfb82bffb12c6d2e067fedf83468076c069fa6d8ef45dbc2efd6,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,tune_500_qids,,development_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,42.8,33.2,9.6,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,2a5a6683bddadfb82bffb12c6d2e067fedf83468076c069fa6d8ef45dbc2efd6,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,tune_500_qids,,development_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,42.4,31,11.4,,,,,,,100,0,2.24,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,39adffd7b9198aa35d4c98df60c43554676e39f4977435c61d5ed94be5a465de,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,tune_500_qids,,development_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,42.4,31,11.4,,,,,,,100,0,2.24,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,39adffd7b9198aa35d4c98df60c43554676e39f4977435c61d5ed94be5a465de,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,tune_500_qids,,development_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,42.8,33.8,9,,,,,,,100,0,2.24,outputs/eval/tuning/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,39adffd7b9198aa35d4c98df60c43554676e39f4977435c61d5ed94be5a465de,,corrected ChatML + supervised EOS on the development tuning slice
crop_stage_a:clip:global_only::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:clip:global_only,Stage A oracle crop clip global_only,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,oracle_crop_stage_a,global_only,image_plus_crop,direct,,true,global_only,,300,290,exact_full,51.333333,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:clip:global_plus_irrelevant_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:clip:global_plus_irrelevant_crop,Stage A oracle crop clip global_plus_irrelevant_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,oracle_crop_stage_a,global_plus_irrelevant_crop,image_plus_crop,direct,,true,global_plus_irrelevant_crop,,99,98,exact_full,48.484848,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:clip:global_plus_relevant_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:clip:global_plus_relevant_crop,Stage A oracle crop clip global_plus_relevant_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,oracle_crop_stage_a,global_plus_relevant_crop,image_plus_crop,direct,,true,global_plus_relevant_crop,,300,290,exact_full,51.333333,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:clip:global_plus_wrong_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:clip:global_plus_wrong_crop,Stage A oracle crop clip global_plus_wrong_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,oracle_crop_stage_a,global_plus_wrong_crop,image_plus_crop,direct,,true,global_plus_wrong_crop,,300,290,exact_full,44.333333,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:clip:relevant_crop_only::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:clip:relevant_crop_only,Stage A oracle crop clip relevant_crop_only,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,oracle_crop_stage_a,relevant_crop_only,image_plus_crop,direct,,true,relevant_crop_only,,300,290,exact_full,51.666667,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:ijepa:global_only::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:ijepa:global_only,Stage A oracle crop ijepa global_only,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,a9014757fc0d72dbef48fed5a132c92838a47e4efbda47c0b93646eac1dec2b2,oracle_crop_stage_a,global_only,image_plus_crop,direct,,true,global_only,,300,290,exact_full,45.666667,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:ijepa:global_plus_irrelevant_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:ijepa:global_plus_irrelevant_crop,Stage A oracle crop ijepa global_plus_irrelevant_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,a9014757fc0d72dbef48fed5a132c92838a47e4efbda47c0b93646eac1dec2b2,oracle_crop_stage_a,global_plus_irrelevant_crop,image_plus_crop,direct,,true,global_plus_irrelevant_crop,,99,98,exact_full,50.505051,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:ijepa:global_plus_relevant_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:ijepa:global_plus_relevant_crop,Stage A oracle crop ijepa global_plus_relevant_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,a9014757fc0d72dbef48fed5a132c92838a47e4efbda47c0b93646eac1dec2b2,oracle_crop_stage_a,global_plus_relevant_crop,image_plus_crop,direct,,true,global_plus_relevant_crop,,300,290,exact_full,48.666667,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:ijepa:global_plus_wrong_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:ijepa:global_plus_wrong_crop,Stage A oracle crop ijepa global_plus_wrong_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,a9014757fc0d72dbef48fed5a132c92838a47e4efbda47c0b93646eac1dec2b2,oracle_crop_stage_a,global_plus_wrong_crop,image_plus_crop,direct,,true,global_plus_wrong_crop,,300,290,exact_full,43.666667,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_a:ijepa:relevant_crop_only::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2291920,crop_stage_a:ijepa:relevant_crop_only,Stage A oracle crop ijepa relevant_crop_only,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,a9014757fc0d72dbef48fed5a132c92838a47e4efbda47c0b93646eac1dec2b2,oracle_crop_stage_a,relevant_crop_only,image_plus_crop,direct,,true,relevant_crop_only,,300,290,exact_full,45,,,,,,,,,,,,outputs/crop_augment/stage_a_2291920/crop_records.json,5833c3d7fc91e33b18214ff540fef28373cc05c55d33d351cbc52ea0c0d4b16d,,oracle question-conditioned crops; the relevant crop comes from GQA ground truth and is not deployable
crop_stage_b:adapter_correct_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:adapter_correct_crop,Stage B supervised crop adapter adapter_correct_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,adapter_correct_crop,image_plus_adapter_evidence_tokens,direct,,true,adapter_correct_crop,,300,290,exact_full,58,,,,,,,,,100,0,2.126667,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
crop_stage_b:adapter_irrelevant_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:adapter_irrelevant_crop,Stage B supervised crop adapter adapter_irrelevant_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,adapter_irrelevant_crop,image_plus_adapter_evidence_tokens,direct,,true,adapter_irrelevant_crop,,99,98,exact_full,53.535354,,,,,,,,,100,0,2.060606,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
crop_stage_b:adapter_null_visual::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:adapter_null_visual,Stage B supervised crop adapter adapter_null_visual,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,adapter_null_visual,image_plus_adapter_evidence_tokens,direct,,true,adapter_null_visual,,300,290,exact_full,56.666667,,,,,,,,,100,0,2.126667,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
crop_stage_b:adapter_wrong_crop::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:adapter_wrong_crop,Stage B supervised crop adapter adapter_wrong_crop,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,adapter_wrong_crop,image_plus_adapter_evidence_tokens,direct,,true,adapter_wrong_crop,,300,290,exact_full,59.333333,,,,,,,,,100,0,2.133333,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
crop_stage_b:adapter_zero_gate::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:adapter_zero_gate,Stage B supervised crop adapter adapter_zero_gate,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,adapter_zero_gate,image_plus_adapter_evidence_tokens,direct,,true,adapter_zero_gate,,300,290,exact_full,48,,,,,,,,,100,0,2.226667,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
crop_stage_b:baseline_frozen::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:baseline_frozen,Stage B supervised crop adapter baseline_frozen,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,baseline_frozen,image_plus_adapter_evidence_tokens,direct,,true,baseline_frozen,,300,290,exact_full,51.333333,,,,,,,,,100,0,2.226667,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
crop_stage_b:no_adapter_span::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2292438,crop_stage_b:no_adapter_span,Stage B supervised crop adapter no_adapter_span,data/gqa/tune_500_qids.json,6ddd9ca773a7ffdf09734a396dcf5436adb43cd0199e54833da6f3aa54e58a8e,development_result,clip,mlp256,42,2,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,crop_adapter_stage_b,no_adapter_span,image_plus_adapter_evidence_tokens,direct,,true,no_adapter_span,,300,290,exact_full,51.333333,,,,,,,,,100,0,2.226667,submit/analysis/crop_adapter_2292438_records.json,1b332268090d30ac38a1fd6776f7f5bd7e63a230e5267ec64ff186447765b525,399d7ab5da1d6d2544a73fd082e118c4862c8eb7,"EXPLORATORY supervised GQA oracle-region adapter; TRAINED on the GQA train split and therefore NOT ZERO-SHOT, unlike every other row in this catalogue; oracle ground-truth crop boxes; one seed; not deployable"
graph_trust_owlv2:objects_filtered::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2290580,graph_trust_owlv2:objects_filtered,graph_trust_owlv2 objects_filtered,tune_500_qids,,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,scene_graph_control,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered,image_plus_graph,direct,owlv2_objects_filtered,false,image+graph (objects_filtered),image only (no graph),500,481,exact,53,51,2,,,,,,,100,0,2.218,outputs/eval/graph_trust_2290580/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered_records.json,e18db9afc7c8269327d35b91ca1fa655356f6c0f7e2ee369fb2a07c9efdec221,,"OWLv2 predicted scene graphs and their controls; the oracle arm is GQA ground truth and is a ceiling, not a method"
graph_trust_owlv2:objects_filtered::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2290580,graph_trust_owlv2:objects_filtered,graph_trust_owlv2 objects_filtered,tune_500_qids,,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,scene_graph_control,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered,image_plus_graph,direct,owlv2_objects_filtered,false,image+graph (objects_filtered),image only (no graph),500,481,exact_full,53,51,2,,,,,,,100,0,2.218,outputs/eval/graph_trust_2290580/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered_records.json,e18db9afc7c8269327d35b91ca1fa655356f6c0f7e2ee369fb2a07c9efdec221,,"OWLv2 predicted scene graphs and their controls; the oracle arm is GQA ground truth and is a ceiling, not a method"
graph_trust_owlv2:objects_filtered::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,2290580,graph_trust_owlv2:objects_filtered,graph_trust_owlv2 objects_filtered,tune_500_qids,,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,1ec71a916804f7195298f98b16f1ba71562f3c4fffafa4c1ab79bbec62e8e6e3,scene_graph_control,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered,image_plus_graph,direct,owlv2_objects_filtered,false,image+graph (objects_filtered),image only (no graph),500,481,vqa_soft,53.4,51.2,2.2,,,,,,,100,0,2.218,outputs/eval/graph_trust_2290580/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_plus_graph__direct__objects_filtered_records.json,e18db9afc7c8269327d35b91ca1fa655356f6c0f7e2ee369fb2a07c9efdec221,,"OWLv2 predicted scene graphs and their controls; the oracle arm is GQA ground truth and is a ceiling, not a method"
