result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
legacy_rescore_locked2000:bridge_ijepa_150k_mlp_anchor_ep3::bridge_ijepa_150k_mlp_anchor_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_ijepa_150k_mlp_anchor_ep3,bridge_ijepa_150k_mlp_anchor_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_anchor_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,48.5,30.45,18.05,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_ijepa_150k_mlp_anchor_ep3_records.json,ed090ed281ef15fec4ec63781a51de20b0381db7ebb6c33b4ed37fb002c07ee4,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_ijepa_150k_mlp_tuned_ep3::bridge_ijepa_150k_mlp_tuned_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_ijepa_150k_mlp_tuned_ep3,bridge_ijepa_150k_mlp_tuned_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_tuned_ep3,,,,,bridge,text-only floor,2000,1725,exact,0.45,19.3,-18.85,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_ijepa_150k_mlp_tuned_ep3_records.json,a6c1ec2d4d7bccc613dad68c4756d543a0ee1151e1b9526f4bd37cb276d05b91,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_ijepa_150k_mlp_tuned_ep3::bridge_ijepa_150k_mlp_tuned_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_ijepa_150k_mlp_tuned_ep3,bridge_ijepa_150k_mlp_tuned_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_tuned_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,48.3,30.45,17.85,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_ijepa_150k_mlp_tuned_ep3_records.json,a6c1ec2d4d7bccc613dad68c4756d543a0ee1151e1b9526f4bd37cb276d05b91,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_ijepa_500k_mlp_ep3::bridge_ijepa_500k_mlp_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_ijepa_500k_mlp_ep3,bridge_ijepa_500k_mlp_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_500k_mlp_ep3,,,,,bridge,text-only floor,2000,1725,exact,0.25,19.3,-19.05,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_ijepa_500k_mlp_ep3_records.json,0eda621c455872fec02d9d36a657eb59681c668ec0d06b7c596fe0f6f8fdbacc,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_ijepa_500k_mlp_ep3::bridge_ijepa_500k_mlp_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_ijepa_500k_mlp_ep3,bridge_ijepa_500k_mlp_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_500k_mlp_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,52.5,30.45,22.05,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_ijepa_500k_mlp_ep3_records.json,0eda621c455872fec02d9d36a657eb59681c668ec0d06b7c596fe0f6f8fdbacc,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500::bridge_clip_150k_mlp_anchor_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500,bridge_clip_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,5,21.4,-16.4,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_clip_150k_mlp_anchor_ep3_tune500_records.json,a686e83c2c6fba7eddfefbd356a372f1f2189c7074e48c2a2572a26e9f769a13,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500::bridge_clip_150k_mlp_anchor_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500,bridge_clip_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,54.8,30.8,24,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_clip_150k_mlp_anchor_ep3_tune500_records.json,a686e83c2c6fba7eddfefbd356a372f1f2189c7074e48c2a2572a26e9f769a13,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500::bridge_clip_150k_mlp_tuned_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500,bridge_clip_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,2,21.4,-19.4,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_clip_150k_mlp_tuned_ep3_tune500_records.json,707446a5d219f6736e7e2ed75aff69beb3964660e00313fc5699189f24b80484,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500::bridge_clip_150k_mlp_tuned_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500,bridge_clip_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,54,30.8,23.2,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_clip_150k_mlp_tuned_ep3_tune500_records.json,707446a5d219f6736e7e2ed75aff69beb3964660e00313fc5699189f24b80484,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_dinov2_150k_ep3_tune500::bridge_dinov2_150k_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_dinov2_150k_ep3_tune500,bridge_dinov2_150k_ep3_tune500,tune_500_qids,,development_result,dinov2,,,3,,,none,bridge_dinov2_150k_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,5.4,21.4,-16,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_dinov2_150k_ep3_tune500_records.json,642922d1e46b306c4f2800d14b7a6e8e394e36250d286be5cae906d8ae99da3f,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_dinov2_150k_ep3_tune500::bridge_dinov2_150k_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_dinov2_150k_ep3_tune500,bridge_dinov2_150k_ep3_tune500,tune_500_qids,,development_result,dinov2,,,3,,,none,bridge_dinov2_150k_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,45.2,30.8,14.4,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_dinov2_150k_ep3_tune500_records.json,642922d1e46b306c4f2800d14b7a6e8e394e36250d286be5cae906d8ae99da3f,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_dinov2_150k_mlp_ep3_tune500::bridge_dinov2_150k_mlp_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_dinov2_150k_mlp_ep3_tune500,bridge_dinov2_150k_mlp_ep3_tune500,tune_500_qids,,development_result,dinov2,mlp256,,3,,,none,bridge_dinov2_150k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,12.4,21.4,-9,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_dinov2_150k_mlp_ep3_tune500_records.json,df1ff9534b23496296dfa684d4112315662b9bdf484811765a0204727d6bf7a9,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_dinov2_150k_mlp_ep3_tune500::bridge_dinov2_150k_mlp_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_dinov2_150k_mlp_ep3_tune500,bridge_dinov2_150k_mlp_ep3_tune500,tune_500_qids,,development_result,dinov2,mlp256,,3,,,none,bridge_dinov2_150k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,52.4,30.8,21.6,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_dinov2_150k_mlp_ep3_tune500_records.json,df1ff9534b23496296dfa684d4112315662b9bdf484811765a0204727d6bf7a9,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500::bridge_ijepa_150k_mlp_anchor_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500,bridge_ijepa_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0.2,21.4,-21.2,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_ijepa_150k_mlp_anchor_ep3_tune500_records.json,9a30940bad16697707402624ce0ad34270ae448a79e9586034fb3c1239dc2103,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500::bridge_ijepa_150k_mlp_anchor_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500,bridge_ijepa_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,50.4,30.8,19.6,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_ijepa_150k_mlp_anchor_ep3_tune500_records.json,9a30940bad16697707402624ce0ad34270ae448a79e9586034fb3c1239dc2103,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500::bridge_ijepa_150k_mlp_tuned_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500,bridge_ijepa_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0.8,21.4,-20.6,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_ijepa_150k_mlp_tuned_ep3_tune500_records.json,6a7c6d013432530624f5d16fcda5e380a2f4749263a9f4f077bdde4d2757a418,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500::bridge_ijepa_150k_mlp_tuned_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500,bridge_ijepa_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,43.2,30.8,12.4,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_ijepa_150k_mlp_tuned_ep3_tune500_records.json,6a7c6d013432530624f5d16fcda5e380a2f4749263a9f4f077bdde4d2757a418,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_ijepa_500k_mlp_ep3_tune500::bridge_ijepa_500k_mlp_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_ijepa_500k_mlp_ep3_tune500,bridge_ijepa_500k_mlp_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_500k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0,21.4,-21.4,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_ijepa_500k_mlp_ep3_tune500_records.json,8a5be5102694d75eec04ee791e9ed73e70d2057b3ee307dae02cf20fd03eb301,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_tune500:bridge_ijepa_500k_mlp_ep3_tune500::bridge_ijepa_500k_mlp_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_tune500:bridge_ijepa_500k_mlp_ep3_tune500,bridge_ijepa_500k_mlp_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_500k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,51.8,30.8,21,,,,,,,,,,outputs/eval_phase2_rescore/tune500/bridge_ijepa_500k_mlp_ep3_tune500_records.json,8a5be5102694d75eec04ee791e9ed73e70d2057b3ee307dae02cf20fd03eb301,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500::bridge_clip_150k_mlp_anchor_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500,bridge_clip_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,5,21.4,-16.4,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_anchor_ep3_tune500_records.json,a686e83c2c6fba7eddfefbd356a372f1f2189c7074e48c2a2572a26e9f769a13,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500::bridge_clip_150k_mlp_anchor_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_clip_150k_mlp_anchor_ep3_tune500,bridge_clip_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,54.8,30.8,24,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_anchor_ep3_tune500_records.json,a686e83c2c6fba7eddfefbd356a372f1f2189c7074e48c2a2572a26e9f769a13,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500::bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500,bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500,tune_500_qids,,development_result,clip,mlp256,42,4,,,none,bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500,,,,,bridge,text-only floor,500,481,exact,2.4,21.4,-19,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500_records.json,2250a62e56382a7d27b1023fb6918c5819aa47b3d3283bbe5824b6b0e84b3c40,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500::bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500,bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500,tune_500_qids,,development_result,clip,mlp256,42,4,,,none,bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,54,31.2,22.8,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_cont5_s42_v1_ep4_tune500_records.json,2250a62e56382a7d27b1023fb6918c5819aa47b3d3283bbe5824b6b0e84b3c40,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500::bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500,bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500,tune_500_qids,,development_result,clip,mlp256,42,5,,,none,bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500,,,,,bridge,text-only floor,500,481,exact,0.4,21.4,-21,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500_records.json,2593ab1e7a9cfa65fcff5945bfaac2ffd13f11b2a8b705d092b2b1f7b8b4ddcb,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500::bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500,bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500,tune_500_qids,,development_result,clip,mlp256,42,5,,,none,bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,55.4,31.2,24.2,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_cont5_s42_v1_ep5_tune500_records.json,2593ab1e7a9cfa65fcff5945bfaac2ffd13f11b2a8b705d092b2b1f7b8b4ddcb,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_ep3_tune500::bridge_clip_150k_mlp_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_ep3_tune500,bridge_clip_150k_mlp_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0.2,21.4,-21.2,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_ep3_tune500_records.json,36bdca498ebd6dcd51c36279e1ed189d5f3a635fa080ca2502c6a6d2f723319e,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_ep3_tune500::bridge_clip_150k_mlp_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_ep3_tune500,bridge_clip_150k_mlp_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,53,31.2,21.8,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_ep3_tune500_records.json,36bdca498ebd6dcd51c36279e1ed189d5f3a635fa080ca2502c6a6d2f723319e,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt10::bridge_clip_150k_mlp_ep3_tune500_mnt10::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt10,bridge_clip_150k_mlp_ep3_tune500_mnt10,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_ep3_tune500_mnt10,,,,,bridge,text-only floor,500,481,exact,0.2,21.4,-21.2,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_ep3_tune500_mnt10_records.json,36bdca498ebd6dcd51c36279e1ed189d5f3a635fa080ca2502c6a6d2f723319e,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt10::bridge_clip_150k_mlp_ep3_tune500_mnt10::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt10,bridge_clip_150k_mlp_ep3_tune500_mnt10,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_ep3_tune500_mnt10,,,,,bridge,text-only floor,500,481,vqa_soft,53,31.2,21.8,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_ep3_tune500_mnt10_records.json,36bdca498ebd6dcd51c36279e1ed189d5f3a635fa080ca2502c6a6d2f723319e,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt32::bridge_clip_150k_mlp_ep3_tune500_mnt32::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt32,bridge_clip_150k_mlp_ep3_tune500_mnt32,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_ep3_tune500_mnt32,,,,,bridge,text-only floor,500,481,exact,0.2,21.4,-21.2,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_ep3_tune500_mnt32_records.json,9d3250fbd25ce0407b9eabc7c162be4983fc6baa6612ce99c52e18b28a2d9a11,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt32::bridge_clip_150k_mlp_ep3_tune500_mnt32::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_clip_150k_mlp_ep3_tune500_mnt32,bridge_clip_150k_mlp_ep3_tune500_mnt32,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_ep3_tune500_mnt32,,,,,bridge,text-only floor,500,481,vqa_soft,54.4,31.2,23.2,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_ep3_tune500_mnt32_records.json,9d3250fbd25ce0407b9eabc7c162be4983fc6baa6612ce99c52e18b28a2d9a11,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500::bridge_clip_150k_mlp_tuned_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500,bridge_clip_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,2,21.4,-19.4,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_tuned_ep3_tune500_records.json,707446a5d219f6736e7e2ed75aff69beb3964660e00313fc5699189f24b80484,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500::bridge_clip_150k_mlp_tuned_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_clip_150k_mlp_tuned_ep3_tune500,bridge_clip_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,54,30.8,23.2,,,,,,,,,,outputs/eval/tuning/bridge_clip_150k_mlp_tuned_ep3_tune500_records.json,707446a5d219f6736e7e2ed75aff69beb3964660e00313fc5699189f24b80484,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_500k_mlp_ep3_tune500::bridge_clip_500k_mlp_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_clip_500k_mlp_ep3_tune500,bridge_clip_500k_mlp_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_500k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0,21.4,-21.4,,,,,,,,,,outputs/eval/tuning/bridge_clip_500k_mlp_ep3_tune500_records.json,41ec7a32681983a3a4a8b1c0f9091d457adada760c1adc8c32b9077b6d3d2644,,legacy protocol on the development tuning slice
legacy_tune500:bridge_clip_500k_mlp_ep3_tune500::bridge_clip_500k_mlp_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_clip_500k_mlp_ep3_tune500,bridge_clip_500k_mlp_ep3_tune500,tune_500_qids,,development_result,clip,mlp256,,3,,,none,bridge_clip_500k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,56.8,30.8,26,,,,,,,,,,outputs/eval/tuning/bridge_clip_500k_mlp_ep3_tune500_records.json,41ec7a32681983a3a4a8b1c0f9091d457adada760c1adc8c32b9077b6d3d2644,,legacy protocol on the development tuning slice
legacy_tune500:bridge_dinov2_150k_ep3_tune500::bridge_dinov2_150k_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_dinov2_150k_ep3_tune500,bridge_dinov2_150k_ep3_tune500,tune_500_qids,,development_result,dinov2,,,3,,,none,bridge_dinov2_150k_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,5.4,21.4,-16,,,,,,,,,,outputs/eval/tuning/bridge_dinov2_150k_ep3_tune500_records.json,642922d1e46b306c4f2800d14b7a6e8e394e36250d286be5cae906d8ae99da3f,,legacy protocol on the development tuning slice
legacy_tune500:bridge_dinov2_150k_ep3_tune500::bridge_dinov2_150k_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_dinov2_150k_ep3_tune500,bridge_dinov2_150k_ep3_tune500,tune_500_qids,,development_result,dinov2,,,3,,,none,bridge_dinov2_150k_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,45.2,30.8,14.4,,,,,,,,,,outputs/eval/tuning/bridge_dinov2_150k_ep3_tune500_records.json,642922d1e46b306c4f2800d14b7a6e8e394e36250d286be5cae906d8ae99da3f,,legacy protocol on the development tuning slice
